primaryName,originalTitle,birthYear,deathYear,primaryProfession
Scott Allen Perry,Keeping Up with the Joneses,1971,0,director
Scott Allen Perry,Keeping Up with the Joneses,1971,0,writer
Jona Xiao,Keeping Up with the Joneses,1989,0,director
Stephanie Allensworth,Profile of a Killer,1958,0,writer
Larry Brand,The Girl on the Train,1949,2019,writer
Larry Brand,The Girl on the Train,1949,2019,director
Lucinda McNary,Vautrin,1943,0,director
Jerry Osborne,You Don't Say!,1944,0,director
Mariya Saakyan,Alaverdi,1980,2018,director
Mariya Saakyan,Alaverdi,1980,2018,writer
Hill Harper,1982,1966,0,writer
David Lowery,Ain't Them Bodies Saints,1980,0,director
Jesse Kennedy,Ain't Them Bodies Saints,1973,0,writer
Sara St. Onge,Molly Maxwell,1977,0,director
Sara St. Onge,Molly Maxwell,1977,0,writer
Mike Peters,Citizen Hearst,1943,0,writer
Maya Kenig,Up the Wrong Tree,1979,0,director
Krzysztof Pietroszek,Waiting for Summer,1980,0,director
Krzysztof Pietroszek,Waiting for Summer,1980,0,writer
Zunaid Memon,Yaar Mera Rab Warga,1975,0,writer
Zunaid Memon,Yaar Mera Rab Warga,1975,0,director
John Fallon,American Muscle,1978,0,writer
Robert Coffie,American Muscle,1970,0,director
David Sieveking,Vergiss mein nicht,1977,0,director
David Sieveking,Vergiss mein nicht,1977,0,writer
Eduardo Rolland,A Arañeira,1969,0,director
Eduardo Rolland,A Arañeira,1969,0,writer
Tony Sebastian Ukpo,After the World Ended,1982,0,writer
Tony Sebastian Ukpo,After the World Ended,1982,0,director
Romie Faienza,After the World Ended,1980,0,writer
Romie Faienza,After the World Ended,1980,0,director
Mike Gutridge,The Bone Garden,1971,0,director
Mike Gutridge,The Bone Garden,1971,0,writer
Tom Barrows,The Bone Garden,1989,0,writer
Nicole Holofcener,Enough Said,1960,0,director
Nicole Holofcener,Enough Said,1960,0,writer
Kepa Gallego,Tres 60,1960,0,director
Iker Galartza,Tres 60,1977,0,writer
Donald Rumsfeld,The Unknown Known,1932,0,writer
A.T.M. Shamsuzzaman,Mon Boshena Porar Tebile,1941,0,writer
A.T.M. Shamsuzzaman,Mon Boshena Porar Tebile,1941,0,director
Fabien Martorell,The Guns Story,1972,0,director
Fabien Martorell,The Guns Story,1972,0,writer
Philip Knatchbull,Le Week-End,1961,0,director
Hanif Kureishi,Le Week-End,1954,0,writer
Terrell Owens,Lap Dance,1973,0,writer
Antonio James,Trey,1985,0,director
John Gloster,Punch Money,1975,0,writer
John Gloster,Punch Money,1975,0,director
Michael Hitchcock,Punch Money,1979,0,writer
Susan Diol,Réalité,1962,0,director
Quentin Dupieux,Réalité,1974,0,director
Quentin Dupieux,Réalité,1974,0,writer
Sebastian Rice-Edwards,Queen & Country,1976,0,director
Emma Bell,A Quiet Passion,1986,0,director
Terence Davies,A Quiet Passion,1945,0,director
Terence Davies,A Quiet Passion,1945,0,writer
Florian Hoffmeister,A Quiet Passion,1970,0,director
Kevin P. Farley,Paranormal Movie,1965,0,writer
Victoria Anne Greenwood,Paranormal Movie,1990,0,director
Dominika Juillet,Dracano,1975,0,writer
Kyôko Inukai,Tooku de zutto soba ni iru,1974,0,writer
Brad Staggs,Ex-Kid,1967,0,writer
Brad Staggs,Ex-Kid,1967,0,director
Lou Howe,Gabriel,1982,0,director
Lou Howe,Gabriel,1982,0,writer
Martin Forcier,Undercurrent,1977,0,director
Martin Forcier,Undercurrent,1977,0,writer
Dennis Hauck,Too Late,1979,0,director
Dennis Hauck,Too Late,1979,0,writer
Barnaby Southcombe,Still Life,1972,0,director
Barnaby Southcombe,Still Life,1972,0,writer
Deborah Frances-White,Still Life,1967,0,writer
David Ferry Jr.,The Garden,1984,0,writer
Brillante Mendoza,Thy Womb,1960,0,director
Nathan Marshall,"Coffee, Kill Boss",1979,0,director
Carey McKenzie,Cold Harbour,1969,0,director
Carey McKenzie,Cold Harbour,1969,0,writer
Ramuntcho Matta,Intimatta,1960,0,director
Morgan Neville,Twenty Feet from Stardom,1967,0,director
Morgan Neville,Twenty Feet from Stardom,1967,0,writer
Hanz Wasserburger,Second Impression,1972,0,writer
Peter Brunner,Mein blindes Herz,1983,0,director
Peter Brunner,Mein blindes Herz,1983,0,writer
Nigel Horne,Soldiers of the Damned,1965,0,director
Nigel Horne,Soldiers of the Damned,1965,0,writer
Stephen Rigg,Soldiers of the Damned,1970,0,director
Derek Darvell,Soldiers of the Damned,1985,0,writer
Katja Sambeth,Glutnester,1975,0,director
Katja Sambeth,Glutnester,1975,0,writer
Jose Prendes,The Haunting of Whaley House,1979,0,writer
Jose Prendes,The Haunting of Whaley House,1979,0,director
Perri Pierre,Three of One Kind,1988,0,director
Danny Dzhurayev,Three of One Kind,1987,0,writer
Danny Dzhurayev,Three of One Kind,1987,0,director
Peter Brunner,To the Night,1983,0,director
Peter Brunner,To the Night,1983,0,writer
Philip Coppens,Ancient Alien Question: From UFOs to Extraterrestrial Visitations,1971,2012,writer
Philip Coppens,Ancient Alien Question: From UFOs to Extraterrestrial Visitations,1971,2012,director
Ben Fraser,The Modbury West Horrors,1998,0,director
Ben Fraser,The Modbury West Horrors,1998,0,writer
Mark-Brian Sonna,The Soul Gatherer,1965,0,writer
Mark-Brian Sonna,The Soul Gatherer,1965,0,director
Arash Eshaghi,Khar,1976,0,writer
Louis-Do de Lencquesaing,Au galop,1963,0,director
Louis-Do de Lencquesaing,Au galop,1963,0,writer
Merzak Allouache,El taaib,1944,0,director
Merzak Allouache,El taaib,1944,0,writer
Taku Mayumura,Nerawareta gakuen,1934,2019,writer
Kevin Singh,Tokolosh,1974,0,writer
Jake McDowell,Four Twenty,1990,0,director
Jake McDowell,Four Twenty,1990,0,writer
Héloïse Godet,Adieu au langage,1980,0,writer
Christopher Papakaliatis,An...,1975,0,writer
Christopher Papakaliatis,An...,1975,0,director
Nadège Trebal,Bleu pétrole,1976,0,writer
Nadège Trebal,Bleu pétrole,1976,0,director
James O'Keefe,Hating Breitbart,1984,0,writer
Pavel Göbl,Kovár z Podlesí,1967,0,director
Pavel Göbl,Kovár z Podlesí,1967,0,writer
Fatmir Doga,The Architect,1967,0,director
Fatmir Doga,The Architect,1967,0,writer
Till Kleinert,Der Samurai,1980,0,director
Till Kleinert,Der Samurai,1980,0,writer
Janin Halisch,Der Samurai,1984,0,director
Janin Halisch,Der Samurai,1984,0,writer
Shalee Treharne,Johnny Swade,1992,0,director
Shalee Treharne,Johnny Swade,1992,0,writer
Birgit Hutter,The Devil's Violinist,1941,0,writer
Kjell Larsson,Kick,1952,0,writer
Sean Paul Lockhart,Kissing Darkness,1986,0,director
Kyle Blitch,Kissing Darkness,1986,0,writer
Bradford Haynes,Cupid's Requiem,1981,0,writer
Rolf Sohlman,Jimmy Jones,1954,0,director
Emil Torneryd,Jimmy Jones,1988,0,director
Emil Torneryd,Jimmy Jones,1988,0,writer
David Salles,Hors les murs,1970,0,writer
Dominik Sedlar,In Between Engagements,1979,0,director
Dominik Sedlar,In Between Engagements,1979,0,writer
Vendula Bradácová,Líbás jako dábel,1976,0,director
Vendula Bradácová,Líbás jako dábel,1976,0,writer
Michal Petrus,Líbás jako dábel,1979,0,writer
Sonia Monroy,Less Than a Whisper,1972,0,writer
Chrystall Friedemann,Less Than a Whisper,1985,0,director
Chrystall Friedemann,Less Than a Whisper,1985,0,writer
Joe Basile,West End,1965,0,writer
Hamid Benani,L'enfant cheikh,1940,0,director
Hamid Benani,L'enfant cheikh,1940,0,writer
Bodo Kox,Dziewczyna z szafy,1977,0,director
Bodo Kox,Dziewczyna z szafy,1977,0,writer
Logan O'Brien,Honky Holocaust,1992,0,director
Tino Navarro,Quarta Divisão,1954,0,writer
Lourenço Henriques,Quarta Divisão,1976,0,writer
Lourenço Henriques,Quarta Divisão,1976,0,director
Patricia Adão Marques,Quarta Divisão,1980,0,director
Patricia Adão Marques,Quarta Divisão,1980,0,writer
Pascal Atuma,The Mechanic-Who Is the Man,1972,0,writer
Sarah Gadon,Belle,1987,0,director
Amma Asante,Belle,1969,0,director
Amma Asante,Belle,1969,0,writer
Sandra Becerril,El Escondite,1980,0,writer
Sandra Becerril,El Escondite,1980,0,director
Jon Morgan Woodward,Lovesick,1955,0,writer
Mark Wakeling,Luck,1971,0,writer
Michael Kazlo,Cryptid,1975,0,director
Michael Kazlo,Cryptid,1975,0,writer
Aaron Michael Lambert,Cryptid,1990,0,writer
Tom Dart,Potato Vampires,1955,2016,director
Ali Mosaffa,Le passé,1966,0,director
Asghar Farhadi,Le passé,1972,0,writer
Asghar Farhadi,Le passé,1972,0,director
Thomas F. Wilson,The Heat,1959,0,writer
Steve Bannos,The Heat,1960,0,writer
Paul Feig,The Heat,1962,0,director
John Ross Bowie,The Heat,1971,0,writer
Jamie Denbo,The Heat,1973,0,writer
Joey McIntyre,The Heat,1972,0,writer
Ellen Becker-Gray,The Heat,1952,0,writer
Laura G. Chirinos,The Heat,1983,0,director
Spoken Reasons,The Heat,1988,0,writer
Gen Takahashi,Zeusu no houtei,1965,0,director
Gen Takahashi,Zeusu no houtei,1965,0,writer
Serge Bromberg,8 mai 1945 La Capitulation,1961,0,writer
Serge Bromberg,8 mai 1945 La Capitulation,1961,0,director
Kaz McFadden,Die Wonderwerker,1984,0,director
N. Linguswamy,Kumki,1967,0,writer
N. Linguswamy,Kumki,1967,0,director
Rasmus Lodenius,Lamento,1989,0,director
Rasmus Lodenius,Lamento,1989,0,writer
Rachel Kerbs,Blessid,1985,0,writer
John E. Hudgens,Backyard Blockbusters,1967,0,director
Keith R.A. DeCandido,Backyard Blockbusters,1969,0,writer
Robbins Barstow,Backyard Blockbusters,1919,2010,director
Timothy Zahn,Backyard Blockbusters,1951,0,writer
Martín Cárcamo,(09),1975,0,writer
Zoe Quist,Raw Cut,1975,0,director
Daniel Ponickly,Raw Cut,1973,0,writer
Max Cortés,Españoles follando por el mundo,1971,0,director
Max Cortés,Españoles follando por el mundo,1971,0,writer
Dunia Montenegro,Debutantes Españolas Vol.1,1977,0,director
Dunia Montenegro,Debutantes Españolas Vol.1,1977,0,writer
Claudio Costa,Dagli ascari all'ala littoria,1971,0,director
Joachim Masannek,V8 - Du willst der Beste sein,1960,0,writer
Joachim Masannek,V8 - Du willst der Beste sein,1960,0,director
Tara Dane,Creeper,1989,0,writer
A.T.M. Shamsuzzaman,Chorabali,1941,0,writer
A.T.M. Shamsuzzaman,Chorabali,1941,0,director
Justin M. Major,Amerikan Violence,1992,0,director
Sion Sono,Jigoku de naze warui,1961,0,director
Sion Sono,Jigoku de naze warui,1961,0,writer
Shimako Iwai,Jigoku de naze warui,1964,0,writer
Humayun Ahmed,Ghetu Putro Komola,1948,2012,writer
Humayun Ahmed,Ghetu Putro Komola,1948,2012,director
Gaizko Fanarraga,Open Windows,1977,0,director
Gaizko Fanarraga,Open Windows,1977,0,writer
Sasha Grey,Open Windows,1988,0,director
Gorka Cornejo,Open Windows,1979,0,writer
Dmitriy Tyurin,Zhazhda,1976,0,director
Andrey Gelasimov,Zhazhda,1965,0,writer
Mark DeMayo,Nobody's Perfect,1967,0,writer
Roberto Jabor,Anima Sola,1963,0,director
Roberto Jabor,Anima Sola,1963,0,writer
Kiminori Komatsu,Hitozuma kasei-fu: Uzuki ni oborete,1970,0,writer
Chrysovalantis Stamelos,Hello Anatolia,1980,0,director
Chrysovalantis Stamelos,Hello Anatolia,1980,0,writer
Bartosz M. Kowalski,Moja wola,1984,0,director
Bartosz M. Kowalski,Moja wola,1984,0,writer
Jagoda Martincevic,Ruza Pospis Baldani,1946,0,writer
Florian Anders,Füße im Mund,1980,0,director
Florian Anders,Füße im Mund,1980,0,writer
Jeff Rosenberg,Orenthal: The Musical,1981,0,director
Jeff Rosenberg,Orenthal: The Musical,1981,0,writer
Kat Primeau,Orenthal: The Musical,1986,0,writer
Eric Martig,Orenthal: The Musical,1982,0,writer
Jordan Kenneth Kamp,Orenthal: The Musical,1981,0,director
Brent E. Huffman,Saving Mes Aynak,1979,0,director
Ibai Abad,Otel·lo,1985,0,director
Ibai Abad,Otel·lo,1985,0,writer
Anne-Sophie Dutoit,To 66,1990,0,director
Anne-Sophie Dutoit,To 66,1990,0,writer
Christopher James Miller,The Forbidden Dimensions,1983,0,director
Christopher James Miller,The Forbidden Dimensions,1983,0,writer
Sean Stearley,The Forbidden Dimensions,1980,0,writer
Amy Daly,The Forbidden Dimensions,1982,0,writer
Miguel Barreda-Delgado,Ana de Los Angeles,1967,0,director
Özgür Özberk,N'apcaz simdi?,1974,0,director
Özgür Özberk,N'apcaz simdi?,1974,0,writer
Baris Çakmak,Çanakkale 1915,1979,0,director
Baris Çakmak,Çanakkale 1915,1979,0,writer
Jeffrey Scott Richards,Christ Complex,1978,0,writer
Jeffrey Scott Richards,Christ Complex,1978,0,director
Joe Lopez,Christ Complex,1966,0,director
Akash Sagar Chopra,Rabba Main Kya Karoon,1988,0,writer
Arturo Rodríguez Fernández,Un Rollo en la Arena,1948,2010,writer
Armando Almánzar Rodríguez,Un Rollo en la Arena,1935,2017,writer
Yu Ning Chu,Qin ai de nai nai,1970,0,director
Yu Ning Chu,Qin ai de nai nai,1970,0,writer
Zach Kornfeld,April Grace,1990,0,writer
Inaamulhaq,Filmistaan,1979,0,writer
Kenzo Lee,A Leading Man,1980,0,director
Kenzo Lee,A Leading Man,1980,0,writer
Franklin Correa,Flashdrive,1978,0,writer
Desmon Heck,La La,1977,0,director
Catherine Breillat,Abus de faiblesse,1948,0,writer
Catherine Breillat,Abus de faiblesse,1948,0,director
Daphné Baiwir,Abus de faiblesse,1992,0,director
Gerson Oratmangoen,Rauw,1983,0,writer
Gerson Oratmangoen,Rauw,1983,0,director
Frieder Schlaich,Weil ich schöner bin,1961,0,director
Frieder Schlaich,Weil ich schöner bin,1961,0,writer
Alex Zito,"Sexo fácil, películas tristes",1974,0,writer
Shawn Lecrone,Southwest,1979,0,writer
Adrián García Bogliano,Late Phases,1980,0,director
Adrián García Bogliano,Late Phases,1980,0,writer
Juha Lehtola,Aikuisten poika,1966,0,writer
Juha Lehtola,Aikuisten poika,1966,0,director
Dominique Schilling,A Reason,1976,0,writer
Dominique Schilling,A Reason,1976,0,director
Ian Chinsee,House of Cards,1980,0,director
Lia Jaspers,And Who Taught You to Drive?,1977,0,writer
Lia Jaspers,And Who Taught You to Drive?,1977,0,director
Tow Ubukata,Marudukku sukuranburu: Haiki,1977,0,writer
Alejandro Goic,Carne de Perro,1957,0,writer
Bernardo Atxaga,"Leku hutsak, hitz beteak",1951,0,writer
Abdulla Muaz,Ingili,1970,0,director
Mahdi Ahmed,Ingili,1971,0,writer
Mahdi Ahmed,Ingili,1971,0,director
Elisha Skorman,Autumn Wanderer,1980,0,writer
Daniel Monroe,House of Horrors: Gates of Hell,1968,0,director
Daniel Monroe,House of Horrors: Gates of Hell,1968,0,writer
Marissa Ingrasci,Pure Love,1983,0,writer
Simone 'The Ronx' Ronci,R.E.M,1974,0,writer
Simone 'The Ronx' Ronci,R.E.M,1974,0,director
Darren Stein,G.B.F.,1971,0,director
Darren Stein,G.B.F.,1971,0,writer
Kevin M. Horton,G.B.F.,1986,0,writer
Tina Q. Nguyen,G.B.F.,1993,0,director
Tina Q. Nguyen,G.B.F.,1993,0,writer
Deepan,Hero,1972,2017,director
György Konrád,Carl Lutz,1933,2019,writer
Yannis Voliotis,"Dimokratia, o dromos tou stavrou",1986,0,director
Katrine Wiedemann,Viceværten,1969,0,director
Zaharias Rohas,"Dogs, Cats & Rats",1957,0,director
Adrianos Georgantas,"Dogs, Cats & Rats",1958,0,director
Adrianos Georgantas,"Dogs, Cats & Rats",1958,0,writer
Nanos Valaoritis,Katerina Gogou: Gia tin apokatastasi tou mavrou,1921,2019,writer
Jennifer Loomis,I Heart Monster Movies,1975,0,writer
Hesham Abdel Hamid,No,1962,0,writer
Hesham Abdel Hamid,No,1962,0,director
Saba,Snow,1972,0,writer
Saba,Snow,1972,0,director
Lorian Gish,Snow,1997,0,director
Kseniya Crespo,Snow,1988,0,director
Kseniya Crespo,Snow,1988,0,writer
Sarah Clark,2 & Twenty-Six *Reprise*,1978,0,writer
Jessie Camacho,Mouthpiece,1974,0,writer
Desmon Heck,Taboo,1977,0,director
Peter Heller,Süßes Gift - Hilfe als Geschäft,1946,0,director
Peter Heller,Süßes Gift - Hilfe als Geschäft,1946,0,writer
Lou Griffith,Being Awesome,1981,0,director
Catherine Robbe-Grillet,Queens,1930,0,writer
Enzo Zelocchi,A War Hero,1983,0,writer
Jack De La Mare,The Diary of Alice Applebe,1993,0,director
Jack De La Mare,The Diary of Alice Applebe,1993,0,writer
Kôji Kawano,Yukue fumei,1972,0,director
Kôji Kawano,Yukue fumei,1972,0,writer
Janis Nords,"Mammu, es Tevi milu",1983,0,director
Janis Nords,"Mammu, es Tevi milu",1983,0,writer
Bernard Chauly,Istanbul Aku Datang!,1973,0,director
Bernard Chauly,Istanbul Aku Datang!,1973,0,writer
Viv Albertine,Exhibition,1954,0,director
Joanna Hogg,Exhibition,1960,0,director
Joanna Hogg,Exhibition,1960,0,writer
Rijad Gvozden,Ljudi privora,1988,0,director
Rijad Gvozden,Ljudi privora,1988,0,writer
Rose McConnell,40 Days and Nights,1988,0,director
Rose McConnell,40 Days and Nights,1988,0,writer
Juan Pinzás,New York Shadows,1955,0,director
Juan Pinzás,New York Shadows,1955,0,writer
Kuya Manzano,Bad Romance,1977,0,director
Ilinca Calugareanu,Chuck Norris vs. Communism,1981,0,director
Ilinca Calugareanu,Chuck Norris vs. Communism,1981,0,writer
John Kilker,The Paragon Cortex,1972,0,writer
Joe Van Wie,The Paragon Cortex,1978,0,director
Katherine Randolph,Adulthood,1983,0,director
Megan Lee Pyle,Bits,1981,0,director
Megan Lee Pyle,Bits,1981,0,writer
François Zabaleta,N'importe où hors du monde,1960,0,director
Huchi Lora,El Teniente Amado,1947,0,writer
Huchi Lora,El Teniente Amado,1947,0,director
Rob Nelson,Girlfriends,1964,0,director
Michael Judd,Girlfriends,1977,0,director
Kirk White,F**k New York,1971,0,writer
Kirk White,F**k New York,1971,0,director
Edd Blott,A Tale of Delight,1983,0,writer
Edd Blott,A Tale of Delight,1983,0,director
Natasha Pring,Body & Soul,1983,0,writer
Ron Ford,Game Camera,1958,0,writer
Ron Ford,Game Camera,1958,0,director
Matthew Deicke,Terrestrial Soup,1986,0,writer
Anne Misselwitz,Die Erbin,1977,0,director
Jared Shipley,Point B,1986,0,writer
Justin Connor,The Golden Age,1972,0,director
Auberi Edler,Le Blues de la Nouvelle-Orléans,1961,0,director
Auberi Edler,Le Blues de la Nouvelle-Orléans,1961,0,writer
Michael Chanan,Secret City,1946,0,director
Rod Kirkman,For the Cause,1975,0,director
Rudolf Mestdagh,Maelstrom,1965,0,director
Rudolf Mestdagh,Maelstrom,1965,0,writer
Søren Vejby,Med lukkede øjne,1974,0,director
Oakley Boycott,"Charlie, Trevor and a Girl Savannah",1989,0,director
Brent Butt,No Clue,1966,0,writer
Gary Austin,We've Got Balls,1941,2017,director
Marcel Wyss,Thorberg,1978,0,writer
Eddie Kadi,Gone Too Far,1983,0,writer
Olivier Assayas,Clouds of Sils Maria,1955,0,writer
Olivier Assayas,Clouds of Sils Maria,1955,0,director
Hanns Zischler,Clouds of Sils Maria,1947,0,director
Hanns Zischler,Clouds of Sils Maria,1947,0,writer
Jonathan LaPaglia,The Reckoning,1969,0,director
A.J. Carter,The Reckoning,1980,0,writer
Momir Milosevic,Intenzivni udarac u glavu,1989,0,writer
Momir Milosevic,Intenzivni udarac u glavu,1989,0,director
Reza Rahadian,Test Pack,1987,0,director
Grzegorz Stosz,Heavy Mental,1977,0,director
Grzegorz Stosz,Heavy Mental,1977,0,writer
Sebastian Buttny,Heavy Mental,1976,0,writer
Sebastian Buttny,Heavy Mental,1976,0,director
Isabelle Stephen,Seduction of Evil,1976,0,director
Al Gurst,The Band,2002,0,director
Al Gurst,The Band,2002,0,writer
Eduardo Organista,El Refugio,1989,0,director
Eduardo Organista,El Refugio,1989,0,writer
Mehdi Ben Attia,Je ne suis pas mort,1968,0,writer
Mehdi Ben Attia,Je ne suis pas mort,1968,0,director
Bo Tian,In-Laws New Year,1982,0,writer
Konstantinos Kovas,Sleeping Dogs Lie,1966,0,director
Cindy Myskiw,On the Edge,1963,0,writer
Joseph Martin Jauch,Love a la Carte,1962,0,director
Joseph Martin Jauch,Love a la Carte,1962,0,writer
Daniel Ganea,Love a la Carte,1972,0,director
Phillip DeVona,Road to the Open,1970,0,director
Jim Schmidt,Road to the Open,1961,0,writer
Zero Chou,Hua yang,1969,0,director
Zero Chou,Hua yang,1969,0,writer
Wei Chung Wang,Hua yang,1957,0,director
Marjane Satrapi,La bande des Jotas,1969,0,director
Marjane Satrapi,La bande des Jotas,1969,0,writer
Rob Moretti,Truth,1971,0,director
Michael Henry,I Work,1988,0,writer
Orla McGovern,North Circular Road,1968,0,writer
Hero Lin,BBS xiang min de zheng yi,1979,0,director
Hero Lin,BBS xiang min de zheng yi,1979,0,writer
Robert Fontaine,Mi America,1967,0,director
Nathan Luttrull,Mi America,1991,0,director
Marek Tapák,Tanec medzi crepinami,1960,0,director
Marek Tapák,Tanec medzi crepinami,1960,0,writer
Jackson Davis,Deserted,1979,0,director
Ashley Avis,Deserted,1987,0,director
Ashley Avis,Deserted,1987,0,writer
Jerry Cavallaro,Nic & Jerry Get Off,1988,0,director
Jerry Cavallaro,Nic & Jerry Get Off,1988,0,writer
Amel Tresnjic,2012 Crossing Over: A New Beginning,1984,0,director
Amel Tresnjic,2012 Crossing Over: A New Beginning,1984,0,writer
Samuel Victor,The Perfect Love Song,1981,0,writer
